time,score
5:50 PM,120
6:55 PM,101
8:40 PM,112
10:30 PM,120
10:35 PM,120
10:40 PM,102
10:50 PM,98
1:15 AM,76
1:50 AM,36
2:50 AM,36
3:50 AM,36
4:50 AM,59
5:50 AM,62
7:55 AM,33
8:00 AM,42
8:40 AM,31
8:50 AM,58
9:50 AM,45
10:50 AM,32
11:20 AM,37
11:50 AM,41
12:20 PM,34
12:50 PM,30
1:20 PM,33
1:50 PM,25
2:20 PM,26
