time,score
5:50 PM,31
6:55 PM,38
8:40 PM,41
10:30 PM,46
10:35 PM,46
10:40 PM,45
10:50 PM,43
1:15 AM,42
1:50 AM,35
2:50 AM,35
3:50 AM,35
4:50 AM,42
5:50 AM,59
6:50 AM,56
7:55 AM,62
8:00 AM,60
8:40 AM,64
8:50 AM,56
9:50 AM,62
10:50 AM,58
11:20 AM,53
11:50 AM,61
12:20 PM,53
12:50 PM,58
1:20 PM,65
1:50 PM,60
2:20 PM,60
