time,score
5:50 PM,62
6:55 PM,74
8:40 PM,70
10:30 PM,65
10:35 PM,65
10:40 PM,69
10:50 PM,55
1:15 AM,40
1:50 AM,73
2:50 AM,73
3:50 AM,73
4:50 AM,56
5:50 AM,74
7:55 AM,62
8:00 AM,40
8:40 AM,53
8:50 AM,67
9:50 AM,42
10:50 AM,70
11:20 AM,69
11:50 AM,87
12:20 PM,65
12:50 PM,66
1:20 PM,79
1:50 PM,72
2:20 PM,83
