time,score
5:50 PM,73
6:55 PM,98
8:40 PM,120
10:30 PM,67
10:35 PM,67
10:40 PM,89
10:50 PM,103
1:15 AM,85
1:50 AM,61
2:50 AM,61
3:50 AM,61
4:50 AM,75
5:50 AM,71
7:55 AM,91
8:00 AM,67
8:40 AM,72
8:50 AM,42
9:50 AM,75
10:50 AM,56
11:20 AM,38
11:50 AM,100
12:20 PM,43
12:50 PM,75
1:20 PM,37
1:50 PM,70
2:20 PM,47
