time,score
5:50 PM,103
6:55 PM,94
8:40 PM,112
10:30 PM,93
10:35 PM,93
10:40 PM,99
10:50 PM,99
1:15 AM,68
1:50 AM,95
2:50 AM,95
3:50 AM,95
4:50 AM,81
5:50 AM,64
7:55 AM,87
8:00 AM,55
8:40 AM,67
8:50 AM,45
9:50 AM,36
10:50 AM,33
11:20 AM,45
11:50 AM,28
12:20 PM,61
12:50 PM,39
1:20 PM,40
1:50 PM,36
2:20 PM,45
